Priority,Syslog_Timestamp,Hostname,Process,Client_IP,Proxy_IP,Port,Domain,Remote_User,Auth_User,HTTP_Access_Time,Request_Method,Request_Path,Protocol,Status_Code,Response_Size,Response_Time,Referrer,User_Agent
150,Jan 28 09:03:28,servernameabc,httpd[1217],192.168.1.21,10.0.0.3,52581,abc.example.net,-,-,28/Jan/2026:09:03:28 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,36593,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:30,servernameabc,httpd[1623],192.168.1.7,10.0.0.2,25258,abc.example.net,-,-,28/Jan/2026:09:03:30 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,33929,41,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:32,servernameabc,httpd[1723],192.168.1.46,10.0.0.3,59324,abc.example.net,-,-,28/Jan/2026:09:03:32 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,83627,26,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:34,servernameabc,httpd[5228],192.168.1.15,10.0.0.1,41738,abc.example.net,-,-,28/Jan/2026:09:03:34 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,36606,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:37,servernameabc,httpd[9997],192.168.1.27,10.0.0.7,23978,abc.example.net,-,-,28/Jan/2026:09:03:37 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,71881,39,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:38,servernameabc,httpd[2627],192.168.1.3,10.0.0.5,13765,abc.example.net,-,-,28/Jan/2026:09:03:38 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,84614,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:40,servernameabc,httpd[9252],192.168.1.4,10.0.0.1,34237,abc.example.net,-,-,28/Jan/2026:09:03:40 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,77776,22,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:42,servernameabc,httpd[1676],192.168.1.35,10.0.0.9,56976,abc.example.net,-,-,28/Jan/2026:09:03:42 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,62848,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:44,servernameabc,httpd[4914],192.168.1.44,10.0.0.5,14817,abc.example.net,-,-,28/Jan/2026:09:03:44 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,60769,26,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:46,servernameabc,httpd[9814],192.168.1.30,10.0.0.8,40557,abc.example.net,-,-,28/Jan/2026:09:03:46 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,85621,26,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:03:47,servernameabc,httpd[3355],192.168.1.20,10.0.0.3,36003,abc.example.net,-,-,28/Jan/2026:09:03:47 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,57997,31,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:49,servernameabc,httpd[3075],192.168.1.25,10.0.0.7,45208,abc.example.net,-,-,28/Jan/2026:09:03:49 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,39517,27,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:51,servernameabc,httpd[9354],192.168.1.45,10.0.0.7,37155,abc.example.net,-,-,28/Jan/2026:09:03:51 +0530,DELETE,/../../../../etc/shadow,HTTP/1.1,403,1820183,3608,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:03:51,servernameabc,httpd[6584],192.168.1.1,10.0.0.8,55246,abc.example.net,-,-,28/Jan/2026:09:03:51 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,73100,34,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:53,servernameabc,httpd[3620],192.168.1.24,10.0.0.6,24992,abc.example.net,-,-,28/Jan/2026:09:03:53 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,33869,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:55,servernameabc,httpd[5200],192.168.1.35,10.0.0.9,54102,abc.example.net,-,-,28/Jan/2026:09:03:55 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,55394,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:56,servernameabc,httpd[6929],192.168.1.10,10.0.0.6,45606,abc.example.net,-,-,28/Jan/2026:09:03:56 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,63284,40,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:57,servernameabc,httpd[9179],192.168.1.22,10.0.0.3,56238,abc.example.net,-,-,28/Jan/2026:09:03:57 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,33703,41,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:03:59,servernameabc,httpd[8226],192.168.1.4,10.0.0.7,55596,abc.example.net,-,-,28/Jan/2026:09:03:59 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,60431,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:01,servernameabc,httpd[2619],192.168.1.1,10.0.0.3,14021,abc.example.net,-,-,28/Jan/2026:09:04:01 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,81236,47,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:04,servernameabc,httpd[4576],192.168.1.46,10.0.0.7,31554,abc.example.net,-,-,28/Jan/2026:09:04:04 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,58701,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:06,servernameabc,httpd[3717],192.168.1.49,10.0.0.8,20260,abc.example.net,-,-,28/Jan/2026:09:04:06 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,26452,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:07,servernameabc,httpd[2391],192.168.1.46,10.0.0.3,25561,abc.example.net,-,-,28/Jan/2026:09:04:07 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,35493,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:09,servernameabc,httpd[2834],192.168.1.46,10.0.0.3,15918,abc.example.net,-,-,28/Jan/2026:09:04:09 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,71318,30,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:12,servernameabc,httpd[7159],192.168.1.29,10.0.0.8,44743,abc.example.net,-,-,28/Jan/2026:09:04:12 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,87456,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:13,servernameabc,httpd[4725],192.168.1.16,10.0.0.3,21289,abc.example.net,-,-,28/Jan/2026:09:04:13 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,89428,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:16,servernameabc,httpd[4564],192.168.1.40,10.0.0.4,51558,abc.example.net,-,-,28/Jan/2026:09:04:16 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,44182,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:17,servernameabc,httpd[9435],192.168.1.39,10.0.0.6,41711,abc.example.net,-,-,28/Jan/2026:09:04:17 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,68493,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:18,servernameabc,httpd[4704],192.168.1.27,10.0.0.4,48385,abc.example.net,-,-,28/Jan/2026:09:04:18 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,27757,24,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:21,servernameabc,httpd[8399],192.168.1.18,10.0.0.7,18632,abc.example.net,-,-,28/Jan/2026:09:04:21 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,68693,28,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:23,servernameabc,httpd[8624],192.168.1.35,10.0.0.5,16755,abc.example.net,-,-,28/Jan/2026:09:04:23 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,71830,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:25,servernameabc,httpd[9271],192.168.1.13,10.0.0.6,34950,abc.example.net,-,-,28/Jan/2026:09:04:25 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,36208,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:28,servernameabc,httpd[2386],192.168.1.43,10.0.0.9,27408,abc.example.net,-,-,28/Jan/2026:09:04:28 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,31999,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:29,servernameabc,httpd[9488],192.168.1.46,10.0.0.9,59669,abc.example.net,-,-,28/Jan/2026:09:04:29 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,86269,28,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:31,servernameabc,httpd[1231],192.168.1.22,10.0.0.7,26195,abc.example.net,-,-,28/Jan/2026:09:04:31 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,32738,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:33,servernameabc,httpd[2387],192.168.1.13,10.0.0.6,19612,abc.example.net,-,-,28/Jan/2026:09:04:33 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,58078,45,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:36,servernameabc,httpd[7808],192.168.1.46,10.0.0.1,19251,abc.example.net,-,-,28/Jan/2026:09:04:36 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,33214,30,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:38,servernameabc,httpd[8787],192.168.1.31,10.0.0.9,42152,abc.example.net,-,-,28/Jan/2026:09:04:38 +0530,POST,/config/.env,HTTP/1.1,500,995334,4328,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:04:38,servernameabc,httpd[8124],192.168.1.1,10.0.0.8,17369,abc.example.net,-,-,28/Jan/2026:09:04:38 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,34489,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:40,servernameabc,httpd[3417],192.168.1.10,10.0.0.7,37936,abc.example.net,-,-,28/Jan/2026:09:04:40 +0530,PUT,/etc/passwd,HTTP/1.1,403,1064077,4929,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:04:40,servernameabc,httpd[7497],192.168.1.38,10.0.0.3,47145,abc.example.net,-,-,28/Jan/2026:09:04:40 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,72062,33,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:42,servernameabc,httpd[5965],192.168.1.3,10.0.0.8,11403,abc.example.net,-,-,28/Jan/2026:09:04:42 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,74500,38,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:44,servernameabc,httpd[6357],192.168.1.21,10.0.0.7,37958,abc.example.net,-,-,28/Jan/2026:09:04:44 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,47535,12,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:47,servernameabc,httpd[1647],192.168.1.40,10.0.0.5,51657,abc.example.net,-,-,28/Jan/2026:09:04:47 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,74151,29,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:49,servernameabc,httpd[5452],192.168.1.17,10.0.0.1,33478,abc.example.net,-,-,28/Jan/2026:09:04:49 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,64675,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:51,servernameabc,httpd[3266],192.168.1.16,10.0.0.4,12823,abc.example.net,-,-,28/Jan/2026:09:04:51 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,46110,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:52,servernameabc,httpd[1645],192.168.1.7,10.0.0.1,33761,abc.example.net,-,-,28/Jan/2026:09:04:52 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,30413,24,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:53,servernameabc,httpd[1544],192.168.1.32,10.0.0.4,19699,abc.example.net,-,-,28/Jan/2026:09:04:53 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,24799,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:04:56,servernameabc,httpd[4542],192.168.1.41,10.0.0.3,10986,abc.example.net,-,-,28/Jan/2026:09:04:56 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,63841,22,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:04:59,servernameabc,httpd[3037],192.168.1.17,10.0.0.5,53733,abc.example.net,-,-,28/Jan/2026:09:04:59 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,71533,50,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:01,servernameabc,httpd[6364],192.168.1.14,10.0.0.3,42789,abc.example.net,-,-,28/Jan/2026:09:05:01 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,34129,42,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:02,servernameabc,httpd[5000],192.168.1.38,10.0.0.2,18015,abc.example.net,-,-,28/Jan/2026:09:05:02 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,24015,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:03,servernameabc,httpd[1174],192.168.1.23,10.0.0.3,25609,abc.example.net,-,-,28/Jan/2026:09:05:03 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,46640,14,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:05,servernameabc,httpd[5290],192.168.1.7,10.0.0.10,33756,abc.example.net,-,-,28/Jan/2026:09:05:05 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,34033,31,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:08,servernameabc,httpd[6904],192.168.1.34,10.0.0.3,10654,abc.example.net,-,-,28/Jan/2026:09:05:08 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,31602,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:10,servernameabc,httpd[9068],192.168.1.2,10.0.0.1,43007,abc.example.net,-,-,28/Jan/2026:09:05:10 +0530,POST,/config/.env,HTTP/1.1,404,1493313,4500,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:05:10,servernameabc,httpd[7777],192.168.1.35,10.0.0.2,22828,abc.example.net,-,-,28/Jan/2026:09:05:10 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,70402,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:11,servernameabc,httpd[3020],192.168.1.38,10.0.0.7,16273,abc.example.net,-,-,28/Jan/2026:09:05:11 +0530,PUT,/wp-admin/install.php,HTTP/1.1,404,1306098,984,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:05:11,servernameabc,httpd[2277],192.168.1.2,10.0.0.4,36552,abc.example.net,-,-,28/Jan/2026:09:05:11 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,80096,38,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:12,servernameabc,httpd[1675],192.168.1.43,10.0.0.7,59579,abc.example.net,-,-,28/Jan/2026:09:05:12 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,84687,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:13,servernameabc,httpd[1461],192.168.1.12,10.0.0.6,21002,abc.example.net,-,-,28/Jan/2026:09:05:13 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,33016,28,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:15,servernameabc,httpd[5697],192.168.1.19,10.0.0.5,55535,abc.example.net,-,-,28/Jan/2026:09:05:15 +0530,PUT,/etc/passwd,HTTP/1.1,403,706668,4416,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:05:15,servernameabc,httpd[8108],192.168.1.15,10.0.0.9,24527,abc.example.net,-,-,28/Jan/2026:09:05:15 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,38490,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:17,servernameabc,httpd[3692],192.168.1.49,10.0.0.10,52523,abc.example.net,-,-,28/Jan/2026:09:05:17 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,29860,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:20,servernameabc,httpd[3235],192.168.1.17,10.0.0.7,47606,abc.example.net,-,-,28/Jan/2026:09:05:20 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,48940,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:22,servernameabc,httpd[4648],192.168.1.48,10.0.0.10,29537,abc.example.net,-,-,28/Jan/2026:09:05:22 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,33483,11,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:25,servernameabc,httpd[1272],192.168.1.45,10.0.0.1,23360,abc.example.net,-,-,28/Jan/2026:09:05:25 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,50830,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:27,servernameabc,httpd[2452],192.168.1.37,10.0.0.6,19147,abc.example.net,-,-,28/Jan/2026:09:05:27 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,89329,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:30,servernameabc,httpd[2926],192.168.1.46,10.0.0.8,16254,abc.example.net,-,-,28/Jan/2026:09:05:30 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,63602,19,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:05:33,servernameabc,httpd[8614],192.168.1.43,10.0.0.4,33350,abc.example.net,-,-,28/Jan/2026:09:05:33 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,23377,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:35,servernameabc,httpd[4798],192.168.1.24,10.0.0.5,40463,abc.example.net,-,-,28/Jan/2026:09:05:35 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,74644,39,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:05:36,servernameabc,httpd[4461],192.168.1.38,10.0.0.8,53250,abc.example.net,-,-,28/Jan/2026:09:05:36 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,44218,32,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
