"<150>Jan 28 08:59:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:59:59 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:15 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:15 +0530] ""GET /utxHomeApp/redirectToHome HTTP/1.1"" 302 25 132 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:15 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:15 +0530] ""GET /utxHomeApp/ HTTP/1.1"" 302 227 36 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /ScormEngineInterface/lrs/statements?method=PUT HTTP/1.1"" 204 - 218 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /competency/learner/adcComplainceStatus HTTP/1.1"" 200 210 163 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /ievolve/assets/l4f-section-pattern-low.png HTTP/1.1"" 200 36080 82 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /coursemr/learner/course_details/80302 HTTP/1.1"" 200 1289 116 ""https://abc.example.com//coursedetails/80302"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:02 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:02 +0530] ""GET /NextGenGHDUI/assets/excel.png HTTP/1.1"" 200 13751 14 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 27 21:45:32 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:32 +0530] ""GET /NextGenGHDUI/default-src_app_module-common-components_common-components_module_ts-es2015.js HTTP/1.1"" 200 563315 347 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:33 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:33 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:34 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:33 +0530] ""POST /NextGenGHDRFCService/rest/getCatalogItemList HTTP/1.1"" 200 815343 664 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:34 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:34 +0530] ""GET /NextGenGHDUI/crop-catalogue-images.png HTTP/1.1"" 200 12916 11 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:36 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:36 +0530] ""GET /NextGenGHDUI/extResources/jquery/jquery-3.6.0.min.js HTTP/1.1"" 200 32095 16 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:36 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:36 +0530] ""GET /NextGenGHDUI/assets/material-icons.css HTTP/1.1"" 200 1154 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:36 +0530] ""GET /NextGenGHDUI/runtime-es2015.js HTTP/1.1"" 200 3741 9 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/viewAllCRinUserHistory HTTP/1.1"" 200 5569 28 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/viewUserInfo HTTP/1.1"" 200 273 15 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:03 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:03 +0530] ""POST /NextGenGHDIncidentService/rest/checkIsoperator HTTP/1.1"" 200 44 13 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 27 22:00:03 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:03 +0530] ""POST /NextGenGHDRFCService/rest/checkCR HTTP/1.1"" 200 28 12 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:03 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:03 +0530] ""POST /NextGenGHDRFCService/rest/checkCRorTicket HTTP/1.1"" 200 34 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:03 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:03 +0530] ""POST /NextGenGHDIncidentService/rest/getTicketDetailsForResolution HTTP/1.1"" 200 2119 58 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 9 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /certificate/learner/course/taggedCert/61847 HTTP/1.1"" 200 168 83 ""https://abc.example.com//coursedetails/61847"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /ievolve/course-details.module-LXV3BIJD.js HTTP/1.1"" 200 30124 81 ""https://abc.example.com//main-O3HFEFX7.js"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /ScormEngineInterface/lrs/statements?method=PUT HTTP/1.1"" 204 - 202 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (X11; CrOS x86_64 14816.131.5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /competency/learner/checkSDCstatus HTTP/1.1"" 200 87 107 ""https://abc.example.com//myLearnings/courses/inprogress"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /ievolve/assets/bg-bottom-right.png HTTP/1.1"" 200 1278 72 ""https://abc.example.com//styles-2FYUGABX.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /ievolve/assets/1@2x.png HTTP/1.1"" 200 7722 70 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /ievolve/assets/fonts/roboto-regular-webfont.woff2 HTTP/1.1"" 200 19826 87 ""https://abc.example.com//styles-2FYUGABX.css"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 69 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:01 +0530] ""GET /competency/learner/getEndorserList HTTP/1.1"" 200 207 98 ""https://abc.example.com//myLearnings/courses/inprogress"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:30 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 15 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:30 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:30 +0530] ""GET /content/UtxPortal/us/en/home/megamenu.html HTTP/1.1"" 200 992 34 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 27 22:51:31 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:31 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:31 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:31 +0530] ""GET /content/UtxPortal/us/en/home/megamenu.model.json HTTP/1.1"" 200 27931 27 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:31 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:31 +0530] ""GET /content/dam/company-portal/ultx-knome_service_unavailable.png HTTP/1.1"" 200 15017 17 ""https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:31 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:31 +0530] ""GET /UtxApps/rest/fetchTrendingApps?from=NEW&source=web HTTP/1.1"" 200 511 17 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:51:31 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:51:31 +0530] ""POST /UtxApps/rest/fetchfavApps HTTP/1.1"" 200 568 22 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:37 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 9 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:03 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:03 +0530] ""POST /NextGenGHDIncidentService/rest/getAllTicketDetails HTTP/1.1"" 200 2276 45 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:03 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:03 +0530] ""POST /NextGenGHDIncidentService/rest/getWorkNotes HTTP/1.1"" 200 1299 12 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:38 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:37 +0530] ""GET /NextGenGHDUI/vendor-es2015.js HTTP/1.1"" 200 1275613 1480 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:39 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:39 +0530] ""GET /NextGenGHDUI/default-node_modules_ngx-pagination___ivy_ngcc___dist_ngx-pagination_js-es2015.js HTTP/1.1"" 200 9101 12 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:39 +0530] ""GET /NextGenGHDUI/default-node_modules_angular_flex-layout___ivy_ngcc___esm2015_flex-layout_js-node_modules_exc-571639-es2015.js HTTP/1.1"" 200 438079 317 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:40 +0530] ""POST /NextGenGHDRFCService/rest/viewUserInfo HTTP/1.1"" 200 264 17 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:40 +0530] ""GET /NextGenGHDUI/rest/getScript HTTP/1.1"" 200 129 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:40 +0530] ""GET /NextGenGHDUI/rest/getversion HTTP/1.1"" 200 55 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:40 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:40 +0530] ""GET /NextGenGHDUI/assets/ApplicationLogo.png HTTP/1.1"" 200 5495 8 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 22:00:04 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:22:00:04 +0530] ""POST /NextGenGHDIncidentService/rest/checkIsoperator HTTP/1.1"" 200 44 14 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:40 +0530] ""GET /NextGenGHDUI/assets/flUhRq6tzZclQEJ-Vdg-IuiaDsNc.woff2 HTTP/1.1"" 200 124419 22 ""https://abc.example.com//assets/material-icons.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDIncidentService/rest/getAllTicketDetails HTTP/1.1"" 200 1742 26 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDRFCService/rest/getRenewStatus HTTP/1.1"" 200 27 13 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDRFCService/rest/viewSingleCipvConfig HTTP/1.1"" 200 1302 11 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDRFCService/rest/getCIPVLeveldetail HTTP/1.1"" 200 89 14 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDRFCService/rest/getReferOriginalRFC HTTP/1.1"" 200 28 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDRFCService/rest/showRFCWorkflow HTTP/1.1"" 200 611 17 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:41 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:41 +0530] ""POST /NextGenGHDIncidentService/rest/getWorkNotes HTTP/1.1"" 200 838 16 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:42 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:42 +0530] ""GET /NextGenGHDUI/Roboto-Bold.woff2 HTTP/1.1"" 200 64915 14 ""https://abc.example.com//styles.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:42 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:42 +0530] ""GET /NextGenGHDUI/ HTTP/1.1"" 200 1319 14 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:45 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:45 +0530] ""POST /NextGenGHDRFCService/rest/getOpenSourceProperties HTTP/1.1"" 200 484 11 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 27 21:45:46 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [27/Jan/2026:21:45:45 +0530] ""POST /NextGenGHDRFCService/rest/getCatalogItemList HTTP/1.1"" 200 815592 966 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
